property_id,lot_area,land_contour,lot_config,neighborhood,bldg_type,house_style,overall_qual,overall_cond,roof_style,foundation,gr_liv_area,bedroom_abv_gr,fireplaces,yr_sold,sale_condition,lot_frontage,exterior1st,sale_type,fence,garage_type,mas_vnr_type,garage_cars,bsmt_fin_sf1,bsmt_fin_sf2,total_bsmt_sf,porcentaje_sotano_terminado,total_outdoor_space,has_outdoor_space,lot_coverage_pct,garage_age,house_age,years_since_remodel,has_been_remodeled,total_bathrooms,is_noisy,mo_sold_sin,mo_sold_cos,es_temporada_alta,total_living_porch,total_outdoor_deck,has_gas_heating,has_central_air,is_single_kitchen,has_standard_electrical,exter_qual,exter_cond,bsmt_qual,heating_qc,kitchen_qual,fireplace_qu,functional,bsmt_fin_type2,bsmt_exposure,lot_shape,garage_finish,paved_drive,land_slope,alley,log_sale_price,deterioration_index,needs_urgent_repair,edad_efectiva,penalizacion_condicion
656,1680,Lvl,Inside,BrDale,Twnhs,2Story,6,5,Gable,CBlock,1092,3,0,2010,Family,21.0,HdBoard,WD,None,Detchd,BrkFace,1,0,0,525,0.0,0,0,0.65,39,39,39,0,1.5,0,1.0,6.123233995736766e-17,0,0,0,1,1,1,1,3,3,3,3,3,0,7,1,1,3,1,2,2,0,11.385092093460344,4,0,0,0
714,9873,Lvl,Inside,BrkSide,2fmCon,1Story,4,5,Gable,CBlock,960,3,0,2006,Normal,60.0,HdBoard,WD,None,Detchd,BrkFace,2,789,0,960,0.821875,288,1,0.097234883014281376,36,36,36,0,2.0,1,0.49999999999999994,-0.86602540378443871,1,0,288,0,0,1,1,3,3,3,3,3,0,7,1,3,3,1,2,2,0,11.76756768334381,4,0,0,0
961,7207,Lvl,Inside,BrkSide,1Fam,1Story,5,7,Gable,CBlock,858,2,0,2010,Normal,50.0,Wd Sdng,WD,None,None,None,0,696,0,858,0.81118881118881114,117,1,0.11905092271402803,-999,52,2,1,2.0,0,0.8660254037844386,0.50000000000000011,0,0,117,1,1,1,1,3,4,3,4,3,0,7,1,4,2,0,2,2,0,11.665646551987892,2,0,50,1
523,5000,Lvl,Corner,BrkSide,1Fam,1.5Fin,6,7,Gable,CBlock,1664,3,2,2006,Normal,50.0,CemntBd,WD,None,Detchd,None,2,399,0,1004,0.39741035856573703,60,1,0.3328,56,59,56,1,2.0,1,-0.8660254037844386,0.50000000000000011,0,36,24,1,1,1,1,3,4,3,5,3,4,7,1,1,3,1,2,2,0,11.976659481202368,1,0,3,0
1322,6627,Lvl,Corner,BrkSide,1Fam,1Story,3,6,Hip,CBlock,720,2,0,2008,Normal,52.0,VinylSd,WD,None,Detchd,None,1,0,0,0,0.0,0,0,0.10864644635581711,53,59,58,1,1.0,1,-0.49999999999999972,-0.86602540378443882,1,0,0,0,0,1,1,3,3,0,3,3,0,7,0,0,2,1,2,2,0,11.191341840842766,4,0,1,1
460,7015,Bnk,Corner,BrkSide,1Fam,1.5Fin,5,4,Gable,CBlock,1203,3,1,2009,Normal,52.0,MetalSd,WD,None,Detchd,BrkCmn,1,185,0,709,0.26093088857545838,248,1,0.1714896650035638,59,59,59,0,2.0,0,-0.49999999999999972,-0.86602540378443882,1,248,0,1,1,1,1,3,3,3,3,4,3,7,1,1,2,1,2,2,0,11.608235644774552,4,0,0,0
1219,6240,Lvl,Inside,BrkSide,1Fam,1.5Fin,4,5,Gable,Slab,912,2,0,2006,Normal,52.0,AsbShng,WD,None,None,None,0,0,0,0,0.0,0,0,0.14615384615384616,-999,59,56,1,1.0,0,-0.49999999999999972,-0.86602540378443882,1,0,0,1,0,1,1,3,3,0,4,3,0,7,0,0,3,0,0,2,0,11.296012463406655,3,0,3,0
996,4712,Lvl,Inside,BrkSide,1Fam,1.5Fin,4,7,Gable,CBlock,1230,3,0,2006,Abnorml,51.0,MetalSd,WD,MnPrv,Detchd,None,1,384,0,747,0.51405622489959835,120,1,0.26103565365025466,60,60,56,1,2.5,1,-0.86602540378443837,-0.50000000000000044,0,63,57,1,1,1,1,3,3,3,3,3,0,7,1,1,2,1,2,1,0,11.708492248514204,4,0,4,1
78,8635,Lvl,Inside,BrkSide,1Fam,1.5Fin,5,5,Gable,CBlock,1285,2,0,2008,Normal,50.0,Wd Sdng,WD,MnPrv,Detchd,None,1,336,41,672,0.56101190476190477,0,0,0.14881297046902142,60,60,7,1,2.0,0,0.49999999999999994,0.86602540378443871,0,0,0,1,1,1,1,3,3,3,3,3,0,6,6,1,3,1,2,2,0,11.751942365440728,4,0,53,0
534,5000,Low,Inside,BrkSide,1Fam,1Story,1,3,Gable,Slab,334,1,0,2007,Normal,50.0,VinylSd,WD,None,None,None,0,0,0,0,0.0,0,0,0.0668,-999,61,57,1,1.0,0,0.49999999999999994,0.86602540378443871,0,0,0,1,0,1,0,2,2,0,2,2,0,7,0,0,3,0,0,1,0,10.578979797857352,6,1,4,0
394,7446,Lvl,Corner,BrkSide,1Fam,1Story,4,5,Gable,CBlock,788,2,2,2006,Abnorml,52.0,WdShing,WD,GdWo,None,None,0,266,0,788,0.33756345177664976,0,0,0.10582863282299221,-999,65,56,1,1.0,1,0.86602540378443871,-0.49999999999999978,1,0,0,1,1,1,0,3,3,3,3,3,3,7,1,1,3,0,2,2,0,11.512925464970229,4,0,9,0
1390,6000,Lvl,Inside,BrkSide,1Fam,1.5Fin,6,6,Gable,BrkTil,1218,3,1,2007,Normal,60.0,Wd Sdng,WD,None,Detchd,None,2,375,0,735,0.51020408163265307,0,0,0.203,4,66,57,1,1.5,0,1.0,6.123233995736766e-17,0,0,0,1,1,1,1,3,4,3,5,3,4,7,1,1,3,1,2,2,0,11.782952602183288,1,0,9,0
346,6435,Lvl,Inside,BrkSide,1Fam,1.5Fin,6,5,Gable,BrkTil,1577,3,1,2006,Normal,65.0,MetalSd,WD,None,Detchd,None,1,0,0,972,0.0,0,0,0.24506604506604507,67,67,56,1,1.0,1,-0.8660254037844386,0.50000000000000011,0,0,0,1,1,1,1,3,3,3,4,2,4,7,1,1,3,1,2,2,0,11.850825253582627,3,0,11,0
362,9144,Lvl,Inside,BrkSide,1Fam,1.5Fin,5,5,Gable,CBlock,1505,3,0,2008,Normal,52.0,MetalSd,WD,None,Detchd,None,1,399,0,883,0.45186862967157415,0,0,0.164588801399825,68,68,26,1,2.0,0,-0.49999999999999972,-0.86602540378443882,1,0,0,1,1,1,1,3,3,3,4,3,0,7,1,1,3,1,0,2,2,11.884489021402711,3,0,42,0
1324,5330,HLS,Inside,BrkSide,1Fam,1Story,4,7,Hip,CBlock,708,2,0,2009,Normal,50.0,VinylSd,WD,None,None,None,0,280,0,420,0.66666666666666663,164,1,0.13283302063789867,-999,69,59,1,1.0,0,-2.4492935982947064e-16,1.0,0,0,164,1,1,1,1,2,3,3,4,2,0,7,1,1,3,0,2,2,0,11.320553572322773,3,0,10,1
10,7420,Lvl,Corner,BrkSide,2fmCon,1.5Unf,5,6,Gable,BrkTil,1077,2,2,2008,Normal,50.0,MetalSd,WD,None,Attchd,None,1,851,0,991,0.858728557013118,4,1,0.14514824797843665,69,69,58,1,2.0,1,0.49999999999999994,0.86602540378443871,0,0,4,1,1,0,1,3,3,3,5,3,3,7,1,1,3,2,2,2,0,11.678439903447801,2,0,11,0
1286,6000,Lvl,Inside,BrkSide,1Fam,1.5Fin,6,6,Gable,CBlock,1412,4,1,2009,Normal,50.0,MetalSd,WD,None,Detchd,None,1,0,0,780,0.0,45,1,0.23533333333333334,70,70,59,1,1.0,0,0.49999999999999994,-0.86602540378443871,1,0,45,1,1,1,0,3,2,3,5,3,4,7,1,1,3,1,2,2,0,11.794337924408413,3,0,11,0
251,5350,Lvl,Inside,BrkSide,1Fam,1Story,3,2,Gable,CBlock,1306,3,0,2010,Normal,55.0,Wd Sdng,WD,GdWo,None,None,0,0,0,728,0.0,263,1,0.24411214953271029,-999,70,44,1,1.0,0,0.49999999999999994,-0.86602540378443871,1,0,263,1,1,1,1,3,1,3,5,2,0,4,1,1,2,0,2,2,0,11.245046019814627,4,0,26,0
150,6240,Lvl,Inside,BrkSide,1Fam,1.5Fin,5,4,Gable,BrkTil,1344,3,0,2006,Normal,52.0,MetalSd,WD,None,Detchd,None,1,0,0,896,0.0,314,1,0.2153846153846154,70,70,56,1,1.0,0,0.86602540378443871,-0.49999999999999978,1,0,314,1,1,1,0,3,3,4,4,3,0,7,1,1,3,1,2,2,0,11.652687407345388,3,0,14,0
1353,6000,Lvl,Inside,BrkSide,1Fam,1.5Fin,6,9,Gable,BrkTil,1176,2,0,2009,Normal,50.0,MetalSd,WD,None,Detchd,None,2,0,0,698,0.0,210,1,0.196,10,72,9,1,1.0,0,-0.49999999999999972,-0.86602540378443882,1,0,210,1,1,1,1,4,3,3,3,3,0,7,1,1,3,1,0,2,0,11.812289042195847,4,0,63,1
52,6240,Lvl,Inside,BrkSide,1Fam,1.5Fin,6,6,Gable,PConc,1176,3,1,2006,Normal,52.0,Wd Sdng,WD,MnPrv,Detchd,None,2,0,0,816,0.0,112,1,0.18846153846153846,21,72,56,1,1.0,0,-1.0,-1.8369701987210297e-16,0,0,112,1,1,1,1,3,3,3,3,3,4,7,1,1,3,1,2,2,0,11.648330101976432,4,0,16,0
695,6120,Lvl,Corner,BrkSide,1Fam,1.5Fin,5,6,Gable,BrkTil,1539,3,0,2009,Normal,51.0,Wd Sdng,WD,MnPrv,Detchd,None,2,0,0,927,0.0,112,1,0.25147058823529411,14,73,59,1,1.5,0,0.86602540378443871,-0.49999999999999978,1,0,112,1,1,1,1,3,2,3,3,3,0,7,1,1,3,1,2,2,0,11.860054996065429,5,1,14,0
711,4130,Lvl,Inside,BrkSide,1Fam,1Story,3,6,Gable,CBlock,729,2,0,2008,Normal,56.0,VinylSd,WD,None,None,None,0,0,0,270,0.0,0,0,0.1765133171912833,-999,73,5,1,1.0,0,-0.49999999999999972,-0.86602540378443882,1,0,0,1,1,1,1,4,3,3,4,3,0,2,1,1,2,0,0,2,0,10.858998997563564,3,0,68,1
1099,6000,Lvl,Inside,BrkSide,1Fam,1.5Fin,4,6,Gable,BrkTil,1324,3,0,2009,Normal,50.0,MetalSd,WD,None,Detchd,None,1,672,0,672,1.0,0,0,0.22066666666666668,73,73,59,1,1.0,0,-0.49999999999999972,-0.86602540378443882,1,0,0,1,1,1,1,3,3,3,3,3,0,7,1,1,3,1,2,2,0,11.759785542901755,4,0,14,1
637,6120,Lvl,Inside,BrkSide,1Fam,1Story,2,3,Gable,BrkTil,800,1,1,2009,Normal,51.0,AsbShng,ConLw,None,None,None,0,0,0,264,0.0,0,0,0.13071895424836602,-999,73,59,1,1.0,0,0.49999999999999994,0.86602540378443871,0,0,0,0,0,1,0,2,2,3,2,2,1,3,1,1,3,0,0,2,0,11.002099841204238,6,1,14,0
585,6120,Lvl,Inside,BrkSide,1Fam,1.5Fin,4,7,Gable,BrkTil,1573,3,0,2009,Normal,51.0,AsbShng,WD,None,Detchd,None,1,0,0,884,0.0,174,1,0.25702614379084965,74,74,14,1,1.0,0,-0.49999999999999972,-0.86602540378443882,1,174,0,1,1,1,1,3,3,3,5,4,0,7,1,1,3,1,2,2,0,11.798104407203891,2,0,60,1
1256,6240,Lvl,Inside,BrkSide,1Fam,1.5Fin,6,6,Gable,BrkTil,1367,3,1,2007,Normal,52.0,Wd Sdng,WD,None,Detchd,None,1,425,0,884,0.48076923076923078,120,1,0.21907051282051282,29,76,57,1,1.0,0,-0.50000000000000044,0.86602540378443837,0,120,0,1,1,1,0,3,3,3,3,3,4,7,1,1,3,1,2,2,0,11.755871643580617,4,0,19,0
1146,6240,Lvl,Inside,BrkSide,1Fam,1.5Fin,5,6,Gable,BrkTil,1576,3,1,2006,Family,52.0,MetalSd,WD,None,Detchd,None,1,0,0,1042,0.0,0,0,0.25256410256410255,78,78,56,1,1.0,0,-0.86602540378443837,-0.50000000000000044,0,0,0,1,1,1,1,3,3,3,5,3,4,7,1,1,3,1,2,2,0,11.911701584927597,2,0,22,0
16,6120,Lvl,Corner,BrkSide,1Fam,1.5Unf,7,8,Gable,BrkTil,854,2,0,2007,Normal,51.0,Wd Sdng,WD,GdPrv,Detchd,None,2,0,0,832,0.0,160,1,0.13954248366013072,16,78,6,1,1.0,0,-0.49999999999999972,-0.86602540378443882,1,0,160,1,1,1,0,3,3,3,5,3,0,7,1,1,3,1,2,2,0,11.790557201568507,2,0,72,1
443,6240,Lvl,Inside,BrkSide,1Fam,1.5Fin,5,7,Gable,PConc,1573,3,1,2008,Normal,52.0,MetalSd,WD,None,Detchd,None,2,0,0,1078,0.0,0,0,0.25208333333333333,78,78,16,1,2.0,0,1.2246467991473532e-16,-1.0,1,0,0,1,1,1,1,3,3,3,3,3,4,7,1,1,3,1,1,2,0,12.000891794590137,4,0,62,1
147,6120,Lvl,Corner,BrkSide,1Fam,1Story,5,7,Gable,BrkTil,875,2,0,2009,Normal,51.0,Wd Sdng,WD,None,Detchd,None,1,209,0,715,0.29230769230769232,48,1,0.14297385620915032,78,78,16,1,2.0,0,-0.50000000000000044,0.86602540378443837,0,0,48,1,1,1,0,3,3,3,3,3,0,7,1,1,3,1,2,2,0,11.561715629139661,4,0,62,1
